Season,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,ID
2024,1,Rudy Gobert,31,MIN,72,433,495,0.875,76,34.1,14,12.9,1.3,0.7,2.1,0.661,0,0.638,11.6,0.216,5.8,1.7,104,goberru01
2024,2,Victor Wembanyama,20,SAS,19,245,495,0.495,71,29.7,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,3.7,0.085,4.4,3.3,106,wembavi01
2024,3,Bam Adebayo,26,MIA,3,91,495,0.184,71,34,19.3,10.4,3.9,1.1,0.9,0.521,0.357,0.755,7.2,0.144,4.3,1.7,109,adebaba01
2024,4,Anthony Davis,30,LAL,4,83,495,0.168,76,35.5,24.7,12.6,3.5,1.2,2.3,0.556,0.271,0.816,11.8,0.21,4.7,1.7,109,davisan02
2024,5,Herbert Jones,25,NOP,0,14,495,0.028,76,30.5,11,3.6,2.6,1.4,0.8,0.498,0.418,0.867,6.3,0.131,3,1.5,113,joneshe01
2024,6,Jrue Holiday,33,BOS,1,7,495,0.014,69,32.8,12.5,5.4,4.8,0.9,0.8,0.48,0.429,0.833,6.3,0.133,3,1.1,113,holidjr01
2024,7,Shai Gilgeous-Alexander,25,OKC,0,6,495,0.012,75,34,30.1,5.5,6.2,2,0.9,0.535,0.353,0.874,14.6,0.275,4.2,2.3,110,gilgesh01
2024,8,Derrick White,29,BOS,0,5,495,0.01,73,32.6,15.2,4.2,5.2,1,1.2,0.461,0.396,0.901,8.5,0.171,3.3,1.4,112,whitede01
2024,9,Giannis Antetokounmpo,29,MIL,0,3,495,0.006,73,35.2,30.4,11.5,6.5,1.2,1.1,0.611,0.274,0.657,13.2,0.246,3.7,2.4,112,antetgi01
2024,10T,Jarrett Allen,25,CLE,0,1,495,0.002,77,31.7,16.5,10.5,2.7,0.7,1.1,0.634,0,0.742,10.7,0.21,3.9,0.9,110,allenja01
2024,10T,Alex Caruso,29,CHI,0,1,495,0.002,71,28.7,10.1,3.8,3.5,1.7,1,0.468,0.408,0.76,4.9,0.115,2.6,2.3,113,carusal01
2024,10T,Domantas Sabonis,27,SAC,0,1,495,0.002,82,35.7,19.4,13.7,8.2,0.9,0.6,0.594,0.379,0.704,12.6,0.206,4,2.4,112,sabondo01
2024,10T,Jalen Suggs,22,ORL,0,1,495,0.002,75,27,12.6,3.1,2.7,1.4,0.6,0.471,0.397,0.756,4.7,0.112,3.2,1.6,110,suggsja01
2023,1,Jaren Jackson Jr.,23,MEM,56,391,500,0.782,63,28.4,18.6,6.8,1,1,3,0.506,0.355,0.788,6.6,0.177,3.8,2,105,jacksja02
2023,2,Brook Lopez,34,MIL,31,309,500,0.618,78,30.4,15.9,6.7,1.3,0.5,2.5,0.531,0.374,0.784,8,0.161,3.9,1.3,109,lopezbr01
2023,3,Evan Mobley,21,CLE,8,101,500,0.202,79,34.4,16.2,9,2.8,0.8,1.5,0.554,0.216,0.674,8.5,0.151,4.8,1.6,108,mobleev01
2023,4,Draymond Green,32,GSW,3,34,500,0.068,73,31.5,8.5,7.2,6.8,1,0.8,0.527,0.305,0.713,4.7,0.098,3.1,2.6,112,greendr01
2023,5,Bam Adebayo,25,MIA,1,18,500,0.036,75,34.6,20.4,9.2,3.2,1.2,0.8,0.54,0.083,0.806,7.4,0.137,3.8,0.8,111,adebaba01
2023,6,Giannis Antetokounmpo,28,MIL,0,14,500,0.028,63,32.1,31.1,11.8,5.7,0.8,0.8,0.553,0.275,0.645,8.6,0.204,3.7,2.7,108,antetgi01
2023,7T,OG Anunoby,25,TOR,0,8,500,0.016,67,35.6,16.8,5,2,1.9,0.7,0.476,0.387,0.838,4.7,0.094,2.9,0.7,113,anunoog01
2023,7T,Jrue Holiday,32,MIL,0,8,500,0.016,67,32.6,19.3,5.1,7.4,1.2,0.4,0.479,0.384,0.859,6.7,0.148,2.8,0.1,112,holidjr01
2023,9T,Joel Embiid,28,PHI,1,7,500,0.014,66,34.6,33.1,10.2,4.2,1,1.7,0.548,0.33,0.857,12.3,0.259,3.9,2.3,109,embiijo01
2023,9T,Nic Claxton,23,BRK,0,7,500,0.014,76,29.9,12.6,9.2,1.9,0.9,2.5,0.705,0,0.541,9.2,0.195,4,2.2,108,claxtni01
2023,11,Alex Caruso,28,CHI,0,2,500,0.004,67,23.5,5.6,2.9,2.9,1.5,0.7,0.455,0.364,0.808,3.6,0.109,2.6,3.3,109,carusal01
2023,12,Jimmy Butler,33,MIA,0,1,500,0.002,64,33.4,22.9,5.9,5.3,1.8,0.3,0.539,0.35,0.85,12.3,0.277,2.9,2,112,butleji01
2022,1,Marcus Smart,27,BOS,37,257,500,0.514,71,32.3,12.1,3.8,5.9,1.7,0.3,0.418,0.331,0.793,5.6,0.116,3.7,1.7,107,smartma01
2022,2,Mikal Bridges,25,PHO,22,202,500,0.404,82,34.8,14.2,4.2,2.3,1.2,0.4,0.534,0.369,0.834,8.9,0.15,3.7,1.1,110,bridgmi01
2022,3,Rudy Gobert,29,UTA,12,136,500,0.272,66,32.1,15.6,14.7,1.1,0.7,2.1,0.713,0,0.69,11.7,0.264,4.3,1.7,103,goberru01
2022,4,Bam Adebayo,24,MIA,13,128,500,0.256,56,32.6,19.1,10.1,3.4,1.4,0.8,0.557,0,0.753,7.2,0.188,3.5,2.1,104,adebaba01
2022,5,Jaren Jackson Jr.,22,MEM,10,99,500,0.198,78,27.3,16.3,5.8,1.1,0.9,2.3,0.415,0.319,0.823,5.4,0.121,3.7,0.8,106,jacksja02
2022,6,Giannis Antetokounmpo,27,MIL,5,58,500,0.116,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,3.7,3.5,106,antetgi01
2022,7,Robert Williams,24,BOS,1,8,500,0.016,61,29.6,10,9.6,2,0.9,2.2,0.736,0,0.722,9.9,0.262,3.9,3.1,102,williro04
2022,8,Jrue Holiday,31,MIL,0,6,500,0.012,67,33,18.3,4.5,6.8,1.6,0.4,0.501,0.411,0.761,6.9,0.15,2.4,0.3,112,holidjr01
2022,9,Al Horford,35,BOS,0,3,500,0.006,69,29.1,10.2,7.7,3.4,0.7,1.3,0.467,0.336,0.842,7.6,0.181,3.8,2.9,104,horfoal01
2022,10,Draymond Green,31,GSW,0,2,500,0.004,46,28.9,7.5,7.3,7,1.3,1.1,0.525,0.296,0.659,3.6,0.131,2.8,4.6,103,greendr01
2022,11,Matisse Thybulle,24,PHI,0,1,500,0.002,66,25.5,5.7,2.3,1.1,1.7,1.1,0.5,0.313,0.791,3.7,0.107,2.5,3.3,108,thybuma01
2021,1,Rudy Gobert,28,UTA,84,464,500,0.928,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0,0.623,11.3,0.248,5.2,2.8,101,goberru01
2021,2,Ben Simmons,24,PHI,15,287,500,0.574,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6,0.153,3.3,2.2,106,simmobe01
2021,3,Draymond Green,30,GSW,0,76,500,0.152,63,31.5,7,7.1,8.9,1.7,0.8,0.447,0.27,0.795,4.6,0.112,3.4,3.3,106,greendr01
2021,4,Bam Adebayo,23,MIA,1,31,500,0.062,64,33.5,18.7,9,5.4,1.2,1,0.57,0.25,0.799,8.8,0.197,3.2,2,108,adebaba01
2021,5,Giannis Antetokounmpo,26,MIL,0,12,500,0.024,61,33,28.1,11,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,3.3,2.8,107,antetgi01
2021,6,Clint Capela,26,ATL,0,10,500,0.02,63,30.1,15.2,14.3,0.8,0.7,2,0.594,,0.573,8.2,0.207,3.3,0,106,capelca01
2021,7,Joel Embiid,26,PHI,0,7,500,0.014,51,31.1,28.5,10.6,2.8,1,1.4,0.513,0.377,0.859,8.8,0.266,3.2,1.2,104,embiijo01
2021,8,Jrue Holiday,30,MIL,0,6,500,0.012,59,32.3,17.7,4.5,6.1,1.6,0.6,0.503,0.392,0.787,6.6,0.165,2.2,0.6,111,holidjr01
2021,9,Myles Turner,24,IND,0,3,500,0.006,47,31,12.6,6.5,1,0.9,3.4,0.477,0.335,0.782,3.3,0.11,2.2,2,108,turnemy01
2021,10,Jimmy Butler,31,MIA,0,2,500,0.004,52,33.6,21.5,6.9,7.1,2.1,0.3,0.497,0.245,0.863,9.3,0.255,2.7,2.3,108,butleji01
2021,11T,Kentavious Caldwell-Pope,27,LAL,0,1,500,0.002,67,28.4,9.7,2.7,1.9,0.9,0.4,0.431,0.41,0.866,4.2,0.107,2.6,1,109,caldwke01
2021,11T,Matisse Thybulle,23,PHI,0,1,500,0.002,65,20,3.9,1.9,1,1.6,1.1,0.42,0.301,0.444,2.8,0.102,2.7,4.5,103,thybuma01
2020,1,Giannis Antetokounmpo,25,MIL,75,432,500,0.864,63,30.4,29.5,13.6,5.6,1,1,0.553,0.304,0.633,11.1,0.279,5,4.1,97,antetgi01
2020,2,Anthony Davis,26,LAL,14,200,500,0.4,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,4.4,2.6,102,davisan02
2020,3,Rudy Gobert,27,UTA,6,187,500,0.374,68,34.3,15.1,13.5,1.5,0.8,2,0.693,,0.63,10.7,0.221,4.2,1.9,104,goberru01
2020,4,Ben Simmons,23,PHI,1,32,500,0.064,57,35.4,16.4,7.8,8,2.1,0.6,0.58,0.286,0.621,6.9,0.165,3.1,2.3,106,simmobe01
2020,5,Bam Adebayo,22,MIA,2,17,500,0.034,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,3.9,2,106,adebaba01
2020,6T,Patrick Beverley,31,LAC,1,7,500,0.014,51,26.3,7.9,5.2,3.6,1.1,0.5,0.431,0.388,0.66,3.6,0.128,2,2.5,107,beverpa01
2020,6T,Marcus Smart,25,BOS,0,7,500,0.014,60,32,12.9,3.8,4.9,1.7,0.5,0.375,0.347,0.836,4.5,0.112,2.8,1.4,107,smartma01
2020,8T,Andre Drummond,26,TOT,1,5,500,0.01,57,33,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,3.6,1.1,103,drumman01
2020,8T,Kawhi Leonard,28,LAC,0,5,500,0.01,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,3.3,2.4,104,leonaka01
2020,10,Brook Lopez,31,MIL,0,4,500,0.008,68,26.7,12,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,4.1,2.5,100,lopezbr01
2020,11,Hassan Whiteside,30,POR,0,3,500,0.006,67,30,15.5,13.5,1.2,0.4,2.9,0.621,0.571,0.686,8.5,0.204,3,0.7,107,whiteha01
2020,12,Jarrett Allen,21,BRK,0,1,500,0.002,70,26.5,11.1,9.6,1.6,0.6,1.3,0.649,0,0.633,8.2,0.212,2.9,1,106,allenja01
2019,1,Rudy Gobert,26,UTA,65,411,500,0.822,81,31.8,15.9,12.9,2,0.8,2.3,0.669,,0.636,14.4,0.268,5.7,2.5,100,goberru01
2019,2,Giannis Antetokounmpo,24,MIL,26,280,500,0.56,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,5.5,4.1,99,antetgi01
2019,3,Paul George,28,OKC,6,150,500,0.3,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,4.9,1.6,105,georgpa01
2019,4,Joel Embiid,24,PHI,1,26,500,0.052,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,3.8,0.9,104,embiijo01
2019,5,Myles Turner,22,IND,0,15,500,0.03,74,28.6,13.3,7.2,1.6,0.8,2.7,0.487,0.388,0.736,6.3,0.144,4.4,2.4,101,turnemy01
2019,6T,Draymond Green,28,GSW,1,6,500,0.012,66,31.3,7.4,7.3,6.9,1.4,1.1,0.445,0.285,0.692,4.3,0.1,3.2,2.7,106,greendr01
2019,6T,Kawhi Leonard,27,TOR,1,6,500,0.012,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,3.4,1.1,105,leonaka01
2019,8,Marcus Smart,24,BOS,0,4,500,0.008,80,27.5,8.9,2.9,4,1.8,0.4,0.422,0.364,0.806,5.2,0.114,3,2,108,smartma01
2019,9T,Jarrett Allen,20,BRK,0,1,500,0.002,80,26.2,10.9,8.4,1.4,0.5,1.5,0.59,0.133,0.709,7.6,0.175,3.3,1.4,106,allenja01
2019,9T,Patrick Beverley,30,LAC,0,1,500,0.002,78,27.4,7.6,5,3.8,0.9,0.6,0.407,0.397,0.78,4.8,0.108,2,1.2,111,beverpa01
2018,1,Rudy Gobert,25,UTA,89,466,505,0.923,56,32.4,13.5,10.7,1.4,0.8,2.3,0.622,,0.682,8.1,0.214,3.9,2.5,99,goberru01
2018,2,Joel Embiid,23,PHI,2,163,505,0.323,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,3.8,1.3,100,embiijo01
2018,3,Anthony Davis,24,NOP,5,139,505,0.275,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,4.9,1.4,102,davisan02
2018,4,Paul George,27,OKC,2,38,505,0.075,79,36.6,21.9,5.7,3.3,2,0.5,0.43,0.401,0.822,8.9,0.147,3.9,0.6,106,georgpa01
2018,5,Al Horford,31,BOS,1,37,505,0.073,72,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,0.165,3.8,2,103,horfoal01
2018,6,Draymond Green,27,GSW,1,20,505,0.04,70,32.7,11,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,0.127,3.4,1.9,105,greendr01
2018,7,Jrue Holiday,27,NOP,1,11,505,0.022,81,36.1,19,4.5,6,1.5,0.8,0.494,0.337,0.786,7.1,0.116,2.9,0.3,109,holidjr01
2018,8,Robert Covington,27,PHI,0,8,505,0.016,80,31.7,12.6,5.4,2,1.7,0.9,0.413,0.369,0.853,6.1,0.116,4.5,1.7,103,covinro01
2018,9,Kevin Durant,29,GSW,0,7,505,0.014,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2.9,0.6,107,duranke01
2018,10,Jaylen Brown,21,BOS,0,5,505,0.01,70,30.7,14.5,4.9,1.6,1,0.4,0.465,0.395,0.644,4.5,0.1,3.2,0.3,105,brownja02
2018,11,Klay Thompson,27,GSW,0,4,505,0.008,73,34.3,20,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.094,1.8,-2.1,111,thompkl01
2018,12T,Steven Adams,24,OKC,0,3,505,0.006,76,32.7,13.9,9,1.2,1.2,1,0.629,0,0.559,9.7,0.187,3,-0.6,107,adamsst01
2018,12T,Jimmy Butler,28,MIN,0,3,505,0.006,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198,1.8,0.7,110,butleji01
2018,14,Clint Capela,23,HOU,0,2,505,0.004,74,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0,0.56,10.2,0.242,4.1,1,101,capelca01
2018,15T,Andre Drummond,24,DET,0,1,505,0.002,78,33.7,15,16,3,1.5,1.6,0.529,0,0.605,10.3,0.189,5.7,1.7,99,drumman01
2018,15T,Jusuf Nurkić,23,POR,0,1,505,0.002,79,26.4,14.3,9,1.8,0.8,1.4,0.505,0,0.63,4.7,0.108,3.9,1.1,101,nurkiju01
2018,15T,Victor Oladipo,25,IND,0,1,505,0.002,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,4,1.7,104,oladivi01
2017,1,Draymond Green,26,GSW,73,434,500,0.868,76,32.5,10.2,7.9,7,2,1.4,0.418,0.308,0.709,8.2,0.16,5.4,3.9,99,greendr01
2017,2,Rudy Gobert,24,UTA,16,269,500,0.538,81,33.9,14,12.8,1.2,0.6,2.6,0.661,0,0.653,14.3,0.25,6,2.2,99,goberru01
2017,3,Kawhi Leonard,25,SAS,11,182,500,0.364,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,4.7,2.2,102,leonaka01
2017,4,Robert Covington,26,PHI,0,4,500,0.008,67,31.6,12.9,6.5,1.5,1.9,1,0.399,0.333,0.822,3.1,0.071,3.2,1.4,105,covinro01
2017,5T,LeBron James,32,CLE,0,3,500,0.006,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,3,1.2,108,jamesle01
2017,5T,Andre Roberson,25,OKC,0,3,500,0.006,79,30.1,6.6,5.1,1,1.2,1,0.464,0.245,0.423,4.2,0.085,3.1,1.4,106,roberan03
2017,5T,Hassan Whiteside,27,MIA,0,3,500,0.006,77,32.6,17,14.1,0.7,0.7,2.1,0.557,,0.628,9.5,0.181,5.3,0.5,100,whiteha01
2017,8T,LaMarcus Aldridge,31,SAS,0,1,500,0.002,72,32.4,17.3,7.3,1.9,0.6,1.2,0.477,0.411,0.812,7.2,0.149,3.7,0.1,104,aldrila01
2017,8T,Patrick Beverley,28,HOU,0,1,500,0.002,67,30.7,9.5,5.9,4.2,1.5,0.4,0.42,0.382,0.768,5.3,0.123,2.4,1.4,108,beverpa01
2016,1,Kawhi Leonard,24,SAS,84,547,650,0.842,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,5.5,3,96,leonaka01
2016,2,Draymond Green,25,GSW,44,421,650,0.648,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,5.1,2.9,100,greendr01
2016,3,Hassan Whiteside,26,MIA,2,83,650,0.128,73,29.1,14.2,11.8,0.4,0.6,3.7,0.606,,0.65,10.3,0.233,5.3,2.4,95,whiteha01
2016,4,DeAndre Jordan,27,LAC,0,50,650,0.077,77,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0,0.43,11.5,0.213,5.5,1.3,98,jordade01
2016,5,Paul Millsap,30,ATL,0,21,650,0.032,81,32.7,17.1,9,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,6,2.7,96,millspa01
2016,6,Avery Bradley,25,BOS,0,14,650,0.022,76,33.4,15.2,2.9,2.1,1.5,0.3,0.447,0.361,0.78,4.8,0.09,2.8,0.3,106,bradlav01
2016,7,Rudy Gobert,23,UTA,0,13,650,0.02,61,31.7,9.1,11,1.5,0.7,2.2,0.559,,0.569,6.4,0.16,3.8,2.2,99,goberru01
2016,8,Tony Allen,34,MEM,0,5,650,0.008,64,25.3,8.4,4.6,1.1,1.7,0.3,0.458,0.357,0.652,2.4,0.072,1.9,1.2,105,allento01
2016,9,Anthony Davis,22,NOP,0,4,650,0.006,61,35.5,24.3,10.3,1.9,1.3,2,0.493,0.324,0.758,7.2,0.16,2.8,0.4,104,davisan02
2016,10,Andre Drummond,22,DET,0,3,650,0.005,81,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,5.5,0.3,98,drumman01
2016,11T,Jimmy Butler,26,CHI,0,2,650,0.003,67,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,2.7,1.2,106,butleji01
2016,11T,LeBron James,31,CLE,0,2,650,0.003,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,4,2,103,jamesle01
2016,13T,Trevor Ariza,30,HOU,0,1,650,0.002,81,35.3,12.7,4.5,2.3,2,0.3,0.416,0.371,0.783,5.4,0.09,2.3,0.3,108,arizatr01
2016,13T,Jae Crowder,25,BOS,0,1,650,0.002,73,31.6,14.2,5.1,1.8,1.7,0.5,0.443,0.336,0.82,7.3,0.152,3.5,1.4,102,crowdja01
2016,13T,Al Horford,29,ATL,0,1,650,0.002,82,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,4.5,1.6,101,horfoal01
